gene,l1norm,genelen,sampid1,sampid2
6-NA,0.5845047856174497,1437,6-23,4-19
7-M,0.4223101179952941,1002,6-23,4-19
8-NS,0.24955241296293015,864,6-23,4-19
1-PB2,9.125288520093504,2301,6-23,2-25
2-PB1,8.550220081585277,2311,6-23,2-25
3-PA,2.820473684671453,2208,6-23,2-25
4-HA,14.037515544433,1735,6-23,2-25
5-NP,7.717541554498148,1507,6-23,2-25
6-NA,10.44979410094125,1437,6-23,2-25
7-M,0.6128451261002206,1002,6-23,2-25
8-NS,2.0451807228915664,864,6-23,2-25
1-PB2,8.577700924007162,2301,6-23,2-32
2-PB1,9.38214364361752,2311,6-23,2-32
3-PA,4.310898314698877,2208,6-23,2-32
4-HA,14.747284215155279,1737,6-23,2-32
5-NP,4.297612732095491,1507,6-23,2-32
6-NA,8.158768459915612,1437,6-23,2-32
7-M,0.4174593146874344,1002,6-23,2-32
8-NS,0.525956008212306,864,6-23,2-32
1-PB2,1.6088554037225544,2301,6-23,6-24
2-PB1,0.7101344921979702,2310,6-23,6-24
3-PA,0.5531375788824566,2192,6-23,6-24
4-HA,1.3553950219944548,1739,6-23,6-24
5-NP,1.3593380203870236,1400,6-23,6-24
6-NA,1.4312664038863925,1437,6-23,6-24
7-M,0.4174593146874344,1002,6-23,6-24
8-NS,1.4050059696653452,864,6-23,6-24
1-PB2,9.313049540073363,2301,6-23,2-20
2-PB1,4.47155500519696,2311,6-23,2-20
3-PA,2.5992750317085536,2208,6-23,2-20
4-HA,8.402845433180701,1745,6-23,2-20
5-NP,2.9326295272333964,1507,6-23,2-20
6-NA,4.158768459915612,1437,6-23,2-20
7-M,2.4174593146874352,1002,6-23,2-20
8-NS,0.2369615448093745,864,6-23,2-20
1-PB2,8.715334023944218,2301,6-23,2-21
2-PB1,4.460380974511334,2311,6-23,2-21
3-PA,4.402390285329259,2206,6-23,2-21
4-HA,10.960555043599856,1745,6-23,2-21
5-NP,2.668803867829563,1507,6-23,2-21
6-NA,4.5009197781114985,1437,6-23,2-21
7-M,0.5771685839198877,1002,6-23,2-21
8-NS,2.400526463959356,864,6-23,2-21
1-PB2,4.471319508731368,2301,6-23,3-22
2-PB1,9.360792408447463,2311,6-23,3-22
3-PA,4.399920239749413,2208,6-23,3-22
4-HA,14.854268065483776,1681,6-23,3-22
5-NP,6.5294185147921695,1507,6-23,3-22
6-NA,10.379328733714573,1437,6-23,3-22
7-M,0.4886055597467229,1002,6-23,3-22
8-NS,0.32201468687492296,864,6-23,3-22
1-PB2,16.362887876240823,2301,6-23,3-26
2-PB1,14.492024501220827,2311,6-23,3-26
3-PA,6.538460495876517,2208,6-23,3-26
4-HA,18.590595312556104,1737,6-23,3-26
5-NP,10.366089709663378,1507,6-23,3-26
6-NA,10.329403380550534,1437,6-23,3-26
7-M,2.4174593146874344,1002,6-23,3-26
8-NS,10.045180722891564,864,6-23,3-26
1-PB2,8.1400109544023,2301,6-23,2-18
2-PB1,4.309971617786188,2311,6-23,2-18
3-PA,2.255852443139244,2208,6-23,2-18
4-HA,8.321614800157242,1741,6-23,2-18
5-NP,2.34492456005248,1507,6-23,2-18
6-NA,4.158768459915612,1437,6-23,2-18
7-M,2.4174593146874352,1002,6-23,2-18
8-NS,0.24805557400092765,864,6-23,2-18
1-PB2,10.457640470472988,2285,6-23,3-13
2-PB1,4.545619322559487,1988,6-23,3-13
3-PA,13.301375305974569,2096,6-23,3-13
4-HA,13.922471662261696,1737,6-23,3-13
5-NP,5.3123559541421965,1507,6-23,3-13
6-NA,4.438511305732788,1437,6-23,3-13
7-M,2.556540791933296,1002,6-23,3-13
8-NS,0.17030499335086985,864,6-23,3-13
1-PB2,0.4704578774530293,2301,6-23,6-20
2-PB1,0.7738140003032687,2234,6-23,6-20
3-PA,0.6880543575559233,2208,6-23,6-20
4-HA,1.0024444147224374,1684,6-23,6-20
5-NP,0.5147286549118111,1492,6-23,6-20
6-NA,0.4867729961479962,1411,6-23,6-20
7-M,0.4174593146874344,1002,6-23,6-20
8-NS,0.23483351505005315,864,6-23,6-20
1-PB2,14.44319643342622,2172,6-23,3-1
2-PB1,6.404089264845012,2159,6-23,3-1
3-PA,8.534897524752356,2208,6-23,3-1
4-HA,12.745350902061613,1745,6-23,3-1
5-NP,10.274291926235609,1507,6-23,3-1
6-NA,11.774674002063895,1437,6-23,3-1
7-M,6.4174593146874335,1002,6-23,3-1
8-NS,6.269820671267056,864,6-23,3-1
1-PB2,6.1400109544023005,2301,6-23,3-29
2-PB1,12.407349894939744,2311,6-23,3-29
3-PA,6.377217803442657,2208,6-23,3-29
4-HA,14.566389277604987,1745,6-23,3-29
5-NP,6.297612732095491,1507,6-23,3-29
6-NA,12.011117453204202,1437,6-23,3-29
7-M,2.4174593146874352,1002,6-23,3-29
8-NS,4.045180722891566,864,6-23,3-29
1-PB2,10.430332410124546,1983,6-23,6-32
2-PB1,4.41199138905969,1644,6-23,6-32
3-PA,2.334946509480977,1921,6-23,6-32
4-HA,6.309448250023642,1399,6-23,6-32
5-NP,4.495671215194542,1262,6-23,6-32
6-NA,4.522745779100098,1305,6-23,6-32
7-M,2.3698402670683865,1000,6-23,6-32
8-NS,0.34930624617153305,768,6-23,6-32
1-PB2,4.222851191088691,2301,6-23,4-9
2-PB1,4.556125463940034,2311,6-23,4-9
3-PA,2.3220045930841167,2204,6-23,4-9
4-HA,12.614293469221757,1745,6-23,4-9
5-NP,4.297612732095491,1507,6-23,4-9
6-NA,6.2000442572889725,1437,6-23,4-9
7-M,0.3750153077603966,1002,6-23,4-9
8-NS,0.045180722891566216,864,6-23,4-9
1-PB2,0.06451612903225803,2301,2-30,2-31
2-PB1,0.37138141656167334,2311,2-30,2-31
3-PA,0.20801121657383012,2208,2-30,2-31
4-HA,1.4389751193333982,1745,2-30,2-31
5-NP,0.06818181818181815,1507,2-30,2-31
6-NA,0.16757778412581636,1437,2-30,2-31
7-M,0.09457907580680934,1003,2-30,2-31
8-NS,0.1040882306930176,864,2-30,2-31
1-PB2,8.126547455295738,2301,2-30,6-26
2-PB1,8.348952155001978,2314,2-30,6-26
3-PA,4.0,2208,2-30,6-26
4-HA,13.844697269057367,1745,2-30,6-26
5-NP,2.0681818181818183,1507,2-30,6-26
6-NA,10.0,1437,2-30,6-26
7-M,2.3005167958656334,1003,2-30,6-26
8-NS,0.0,864,2-30,6-26
1-PB2,6.130434782608695,2301,2-30,3-28
2-PB1,19.309344297558237,2311,2-30,3-28
3-PA,6.203845376421803,2208,2-30,3-28
4-HA,17.444584184595286,1741,2-30,3-28
5-NP,6.793981368491324,1507,2-30,3-28
6-NA,15.692982456140351,1437,2-30,3-28
7-M,2.0869565217391304,1003,2-30,3-28
8-NS,4.0,864,2-30,3-28
1-PB2,16.06282722513089,2301,2-30,4-7
2-PB1,14.0711743772242,2318,2-30,4-7
3-PA,10.445182724252492,2208,2-30,4-7
4-HA,11.513698047239197,1734,2-30,4-7
5-NP,8.068181818181818,1507,2-30,4-7
6-NA,8.0,1437,2-30,4-7
7-M,4.103092783505154,1003,2-30,4-7
8-NS,0.0,864,2-30,4-7
1-PB2,26.500151047835303,2301,2-30,3-10
2-PB1,12.806565377869982,2311,2-30,3-10
3-PA,14.154134226865082,2207,2-30,3-10
4-HA,9.299012025654886,1675,2-30,3-10
5-NP,10.366410779867198,1507,2-30,3-10
6-NA,8.084705882352942,1437,2-30,3-10
7-M,2.0,1003,2-30,3-10
8-NS,4.047904191616767,864,2-30,3-10
1-PB2,10.0,2301,2-30,3-24
2-PB1,20.541970776756106,2314,2-30,3-24
3-PA,2.2276207999118793,2208,2-30,3-24
4-HA,13.449149953552073,1734,2-30,3-24
5-NP,4.352197968071248,1507,2-30,3-24
6-NA,6.209876543209877,1437,2-30,3-24
7-M,0.24179351765558657,1003,2-30,3-24
8-NS,0.04941860465116284,864,2-30,3-24
1-PB2,8.0,2301,2-30,3-30
2-PB1,12.36266418163535,2310,2-30,3-30
3-PA,8.144613407581923,2208,2-30,3-30
4-HA,13.294869747446945,1737,2-30,3-30
5-NP,2.0681818181818183,1507,2-30,3-30
6-NA,4.642814341356238,1437,2-30,3-30
7-M,0.1138211382113821,1002,2-30,3-30
8-NS,0.0,864,2-30,3-30
1-PB2,12.32,2301,2-30,3-7
2-PB1,13.632281103277892,2280,2-30,3-7
3-PA,4.388484161706293,2208,2-30,3-7
4-HA,11.475480489327413,1643,2-30,3-7
5-NP,5.0524125340483845,1507,2-30,3-7
6-NA,4.541898655775288,1087,2-30,3-7
7-M,2.4688982253455807,1003,2-30,3-7
8-NS,0.5595238095238095,864,2-30,3-7
1-PB2,8.491428571428571,2301,2-30,2-19
2-PB1,10.0711743772242,2318,2-30,2-19
3-PA,2.0,2208,2-30,2-19
4-HA,10.855535511604671,1745,2-30,2-19
5-NP,2.0681818181818183,1507,2-30,2-19
6-NA,8.111969111969112,1437,2-30,2-19
7-M,2.066115702479338,1003,2-30,2-19
8-NS,0.0,864,2-30,2-19
1-PB2,12.115046306085338,2301,2-30,3-6
2-PB1,16.47847559148895,2314,2-30,3-6
3-PA,2.42812241295241,2208,2-30,3-6
4-HA,9.075821203491136,1745,2-30,3-6
5-NP,2.0681818181818183,1507,2-30,3-6
6-NA,4.099009900990099,1437,2-30,3-6
7-M,2.0653594771241828,1003,2-30,3-6
8-NS,0.05663189269746648,864,2-30,3-6
1-PB2,8.43723706584762,2301,2-30,6-18
2-PB1,10.603497296469895,2317,2-30,6-18
3-PA,4.1544141306258195,2208,2-30,6-18
4-HA,15.705233874125797,1745,2-30,6-18
5-NP,4.5805736626626095,1507,2-30,6-18
6-NA,8.084033613445378,1437,2-30,6-18
7-M,0.46074326887504213,1003,2-30,6-18
8-NS,1.1435136883690797,864,2-30,6-18
1-PB2,18.151257767302337,2301,2-30,4-1
2-PB1,9.056920619482792,2309,2-30,4-1
3-PA,18.20189358372457,2208,2-30,4-1
4-HA,11.515794454202654,1737,2-30,4-1
5-NP,6.275800873252763,1507,2-30,4-1
6-NA,6.1749864292620105,1437,2-30,4-1
7-M,2.0,1003,2-30,4-1
8-NS,2.0,864,2-30,4-1
1-PB2,4.480100303197442,2301,2-30,4-4
2-PB1,9.519344600670237,2315,2-30,4-4
3-PA,6.298419774692335,2208,2-30,4-4
4-HA,11.281052118476424,1744,2-30,4-4
5-NP,2.1143864386438644,1507,2-30,4-4
6-NA,2.909143363411656,1437,2-30,4-4
7-M,0.3654189198515361,1002,2-30,4-4
8-NS,0.1876206680636296,864,2-30,4-4
1-PB2,8.074534161490684,2301,2-30,6-28
2-PB1,8.158130898963329,2317,2-30,6-28
3-PA,4.0,2208,2-30,6-28
4-HA,11.600675601424687,1745,2-30,6-28
5-NP,2.158577298407807,1507,2-30,6-28
6-NA,10.0,1437,2-30,6-28
7-M,1.0520593576193897,1003,2-30,6-28
8-NS,0.0,864,2-30,6-28
1-PB2,8.429812687785953,2301,2-30,2-24
2-PB1,10.477960533429595,2318,2-30,2-24
3-PA,2.430820915580566,2208,2-30,2-24
4-HA,7.15591320867998,1745,2-30,2-24
5-NP,2.3343394137795954,1507,2-30,2-24
6-NA,6.788594933310349,1437,2-30,2-24
7-M,0.6787914210208162,1003,2-30,2-24
8-NS,2.2633033256006043,864,2-30,2-24
1-PB2,8.495820833845388,2301,2-30,3-15
2-PB1,15.076005545345529,2284,2-30,3-15
3-PA,6.197040887527571,2208,2-30,3-15
4-HA,9.434502190112124,1743,2-30,3-15
5-NP,4.3561982216556,1507,2-30,3-15
6-NA,4.478942699219197,1437,2-30,3-15
7-M,0.0,1001,2-30,3-15
8-NS,2.1446792109043766,864,2-30,3-15
1-PB2,6.88232663250815,2301,2-30,2-26
2-PB1,8.46152676464148,2318,2-30,2-26
3-PA,6.178469286875102,2208,2-30,2-26
4-HA,11.020168167509675,1745,2-30,2-26
5-NP,2.2654438410508706,1507,2-30,2-26
6-NA,10.043253712072305,1437,2-30,2-26
7-M,0.46683310918547205,1003,2-30,2-26
8-NS,0.18201904909127414,864,2-30,2-26
1-PB2,18.070671378091873,2301,2-30,4-13
2-PB1,8.17940919173704,2314,2-30,4-13
3-PA,6.067988668555241,2208,2-30,4-13
4-HA,11.502764684136888,1734,2-30,4-13
5-NP,8.068181818181818,1507,2-30,4-13
6-NA,8.048309178743962,1437,2-30,4-13
7-M,4.041237113402062,1003,2-30,4-13
8-NS,0.0,864,2-30,4-13
1-PB2,8.102827763496144,2301,2-30,6-17
2-PB1,10.0711743772242,2318,2-30,6-17
3-PA,4.161904761904761,2208,2-30,6-17
4-HA,15.044410007385144,1745,2-30,6-17
5-NP,4.142255892255893,1507,2-30,6-17
6-NA,8.046632124352332,1437,2-30,6-17
7-M,0.15388958341734885,1003,2-30,6-17
8-NS,1.1956521739130435,864,2-30,6-17
1-PB2,18.766949102094216,2301,2-30,3-20
2-PB1,20.268549835693722,2280,2-30,3-20
3-PA,9.391140874538301,2208,2-30,3-20
4-HA,19.8477572015616,1687,2-30,3-20
5-NP,10.809575111064115,1507,2-30,3-20
6-NA,6.0,1437,2-30,3-20
7-M,4.371948015906,1000,2-30,3-20
8-NS,0.0,864,2-30,3-20
1-PB2,8.24703195894922,2301,2-30,6-22
2-PB1,10.236728221983958,2318,2-30,6-22
3-PA,4.268112811088028,2208,2-30,6-22
4-HA,16.04408168785328,1734,2-30,6-22
5-NP,4.145973537127866,1507,2-30,6-22
6-NA,8.164041873693295,1437,2-30,6-22
7-M,0.5031196823596145,1002,2-30,6-22
8-NS,0.0,835,2-30,6-22
1-PB2,8.050541516245488,2301,2-30,2-23
2-PB1,10.420582235552923,2311,2-30,2-23
3-PA,2.191950138989411,2208,2-30,2-23
4-HA,6.941354780624472,1745,2-30,2-23
5-NP,2.2318076549353245,1507,2-30,2-23
6-NA,6.078740157480315,1437,2-30,2-23
7-M,0.11863601823708216,1003,2-30,2-23
8-NS,2.0,864,2-30,2-23
1-PB2,4.423985415061547,2301,2-30,4-11
2-PB1,6.877873008313075,2311,2-30,4-11
3-PA,2.4248918400303094,2208,2-30,4-11
4-HA,7.69310915744629,1745,2-30,4-11
5-NP,0.18485266495330535,1507,2-30,4-11
6-NA,2.423259231765092,1437,2-30,4-11
7-M,0.4432381131356362,1002,2-30,4-11
8-NS,0.04194470924690183,864,2-30,4-11
1-PB2,16.34572087345721,2301,2-30,3-25
2-PB1,16.0711743772242,2316,2-30,3-25
3-PA,6.0,2208,2-30,3-25
4-HA,17.305667503091808,1744,2-30,3-25
5-NP,10.068181818181818,1507,2-30,3-25
6-NA,6.048387096774193,1437,2-30,3-25
7-M,2.096774193548387,1003,2-30,3-25
8-NS,10.0,864,2-30,3-25
1-PB2,8.13047203229261,2301,2-30,4-19
2-PB1,10.592008205442909,2318,2-30,4-19
3-PA,6.678960080841586,2208,2-30,4-19
4-HA,15.590537754179627,1745,2-30,4-19
5-NP,4.55094004035565,1507,2-30,4-19
6-NA,8.639328558711547,1437,2-30,4-19
7-M,0.35649915495621143,1002,2-30,4-19
8-NS,0.20437169007136397,864,2-30,4-19
1-PB2,8.985277565691206,2301,2-30,2-25
2-PB1,10.31142284102329,2314,2-30,2-25
3-PA,2.56462124153221,2208,2-30,2-25
4-HA,8.720933326732647,1735,2-30,2-25
5-NP,3.4881106405844755,1507,2-30,2-25
6-NA,6.291025641025641,1437,2-30,2-25
7-M,0.19538581141278624,1003,2-30,2-25
8-NS,2.0,864,2-30,2-25
1-PB2,0.4376899696048633,2301,2-30,2-32
2-PB1,3.143346403055534,2315,2-30,2-32
3-PA,0.055045871559632975,2208,2-30,2-32
4-HA,1.2491146958676227,1737,2-30,2-32
5-NP,0.06818181818181815,1507,2-30,2-32
6-NA,0.0,1437,2-30,2-32
7-M,0.0,1003,2-30,2-32
8-NS,0.4807752853207399,864,2-30,2-32
1-PB2,9.647948926932195,2301,2-30,6-24
2-PB1,10.471337251635983,2310,2-30,6-24
3-PA,4.297285135743213,2192,2-30,6-24
4-HA,15.621624120996282,1739,2-30,6-24
5-NP,5.061725288291532,1400,2-30,6-24
6-NA,9.27249794397078,1437,2-30,6-24
7-M,0.0,1003,2-30,6-24
8-NS,1.359825246773779,864,2-30,6-24
1-PB2,9.173038585671064,2301,2-30,2-20
2-PB1,10.232757764634972,2311,2-30,2-20
3-PA,2.343422588569309,2208,2-30,2-20
4-HA,10.844436870068346,1745,2-30,2-20
5-NP,2.5668349769560876,1507,2-30,2-20
6-NA,8.0,1437,2-30,2-20
7-M,2.0,1003,2-30,2-20
8-NS,0.19178082191780826,864,2-30,2-20
1-PB2,8.575323069541918,2301,2-30,2-21
2-PB1,10.221583733949345,2311,2-30,2-21
3-PA,4.146537842190016,2206,2-30,2-21
4-HA,13.70872215797557,1745,2-30,2-21
5-NP,2.43937295391589,1507,2-30,2-21
6-NA,8.342151318195885,1437,2-30,2-21
7-M,0.1597092692324533,1002,2-30,2-21
8-NS,2.3553457410677896,864,2-30,2-21
1-PB2,4.331308554329068,2301,2-30,3-22
2-PB1,11.121995167885478,2318,2-30,3-22
3-PA,4.1440677966101696,2208,2-30,3-22
4-HA,11.602435179859484,1681,2-30,3-22
5-NP,2.2999876008784965,1507,2-30,3-22
6-NA,6.22056027379896,1437,2-30,3-22
7-M,0.07114624505928856,1003,2-30,3-22
8-NS,0.27683396398335675,864,2-30,3-22
1-PB2,16.222876921838527,2301,2-30,3-26
2-PB1,16.25322726065884,2318,2-30,3-26
3-PA,6.282608052737273,2208,2-30,3-26
4-HA,17.338762426931815,1737,2-30,3-26
5-NP,10.136658795749705,1507,2-30,3-26
6-NA,6.17063492063492,1437,2-30,3-26
7-M,2.0,1003,2-30,3-26
8-NS,10.0,864,2-30,3-26
1-PB2,8.0,2301,2-30,2-18
2-PB1,10.0711743772242,2318,2-30,2-18
3-PA,2.0,2208,2-30,2-18
4-HA,10.925667503091809,1741,2-30,2-18
5-NP,2.115493646138807,1507,2-30,2-18
6-NA,8.0,1437,2-30,2-18
7-M,2.0,1003,2-30,2-18
8-NS,0.20287485110936143,864,2-30,2-18
1-PB2,10.317629516070689,2285,2-30,3-13
2-PB1,8.306822081997499,1988,2-30,3-13
3-PA,13.045522862835323,2096,2-30,3-13
4-HA,16.498261826712195,1737,2-30,3-13
5-NP,5.082925040228521,1507,2-30,3-13
6-NA,8.279742845817177,1437,2-30,3-13
7-M,2.1390814772458606,1003,2-30,3-13
8-NS,0.12512427045930366,864,2-30,3-13
1-PB2,8.33044692305073,2301,2-30,6-20
2-PB1,10.535016759741282,2234,2-30,6-20
3-PA,4.432201914416679,2208,2-30,6-20
4-HA,15.578234579172939,1684,2-30,6-20
5-NP,4.217115922816321,1492,2-30,6-20
6-NA,8.446147996147996,1411,2-30,6-20
7-M,0.0,1003,2-30,6-20
8-NS,0.18965279215848693,864,2-30,6-20
1-PB2,14.30318547902392,2172,2-30,3-1
2-PB1,8.165292024283023,2159,2-30,3-1
3-PA,8.279045081613113,2208,2-30,3-1
4-HA,11.148764116586905,1745,2-30,3-1
5-NP,10.286240322666766,1507,2-30,3-1
6-NA,7.6159055421482815,1437,2-30,3-1
7-M,6.0,1003,2-30,3-1
8-NS,6.22463994837549,864,2-30,3-1
1-PB2,6.0,2301,2-30,3-29
2-PB1,18.168552654377756,2318,2-30,3-29
3-PA,6.121365360303413,2208,2-30,3-29
4-HA,17.314556391980698,1745,2-30,3-29
5-NP,6.068181818181818,1507,2-30,3-29
6-NA,15.85234899328859,1437,2-30,3-29
7-M,2.0,1003,2-30,3-29
8-NS,4.0,864,2-30,3-29
1-PB2,10.290321455722246,1983,2-30,6-32
2-PB1,10.193448342702073,1644,2-30,6-32
3-PA,2.147275884523551,1921,2-30,6-32
4-HA,6.980715801408819,1399,2-30,6-32
5-NP,4.463853033376361,1262,2-30,6-32
6-NA,6.363977319184485,1305,2-30,6-32
7-M,2.128205128205128,1000,2-30,6-32
8-NS,0.30412552327996684,768,2-30,6-32
1-PB2,4.0828402366863905,2301,2-30,4-9
2-PB1,6.317328223378046,2314,2-30,4-9
3-PA,2.066152149944873,2204,2-30,4-9
4-HA,7.362460583597464,1745,2-30,4-9
5-NP,0.06818181818181815,1507,2-30,4-9
6-NA,2.041275797373358,1437,2-30,4-9
7-M,0.309204344721314,1002,2-30,4-9
8-NS,0.0,864,2-30,4-9
1-PB2,8.191063584327994,2301,2-31,6-26
2-PB1,8.577984817115249,2311,2-31,6-26
3-PA,4.20801121657383,2208,2-31,6-26
4-HA,13.38062490603424,1745,2-31,6-26
5-NP,2.0,1507,2-31,6-26
6-NA,10.167577784125816,1437,2-31,6-26
7-M,2.3950958716724418,1003,2-31,6-26
8-NS,0.1040882306930176,864,2-31,6-26
1-PB2,6.194950911640953,2301,2-31,3-28
2-PB1,19.53837695967151,2311,2-31,3-28
3-PA,6.411856592995633,2208,2-31,3-28
4-HA,17.23286378615434,1741,2-31,3-28
5-NP,6.725799550309506,1507,2-31,3-28
6-NA,15.860560240266167,1437,2-31,3-28
7-M,2.1815355975459396,1003,2-31,3-28
8-NS,4.1040882306930175,864,2-31,3-28
1-PB2,16.12734335416315,2301,2-31,4-7
2-PB1,14.300207039337474,2311,2-31,4-7
3-PA,10.653193940826322,2208,2-31,4-7
4-HA,11.301977648798253,1734,2-31,4-7
5-NP,8.0,1507,2-31,4-7
6-NA,8.167577784125816,1437,2-31,4-7
7-M,4.1976718593119635,1003,2-31,4-7
8-NS,0.1040882306930176,864,2-31,4-7
1-PB2,26.564667176867562,2301,2-31,3-10
2-PB1,13.035598039983254,2311,2-31,3-10
3-PA,14.362145443438914,2207,2-31,3-10
4-HA,8.957452641259849,1675,2-31,3-10
5-NP,10.29822896168538,1507,2-31,3-10
6-NA,8.252283666478757,1437,2-31,3-10
7-M,2.0945790758068092,1003,2-31,3-10
8-NS,4.106959309727003,864,2-31,3-10
1-PB2,10.064516129032258,2301,2-31,3-24
2-PB1,20.771003438869382,2311,2-31,3-24
3-PA,2.4356320164857093,2208,2-31,3-24
4-HA,13.215846821298177,1734,2-31,3-24
5-NP,4.284016149889431,1507,2-31,3-24
6-NA,6.377454327335693,1437,2-31,3-24
7-M,0.3363725934623959,1003,2-31,3-24
8-NS,0.15350683534418044,864,2-31,3-24
1-PB2,8.064516129032258,2301,2-31,3-30
2-PB1,12.591696843748627,2310,2-31,3-30
3-PA,8.352624624155753,2208,2-31,3-30
4-HA,13.083149349005998,1737,2-31,3-30
5-NP,2.0,1507,2-31,3-30
6-NA,4.8103921254820525,1437,2-31,3-30
7-M,0.20840021401819145,1002,2-31,3-30
8-NS,0.1040882306930176,864,2-31,3-30
1-PB2,12.384516129032258,2301,2-31,3-7
2-PB1,13.861313765391168,2280,2-31,3-7
3-PA,4.596495378280123,2208,2-31,3-7
4-HA,11.133921104932373,1643,2-31,3-7
5-NP,4.984230715866566,1507,2-31,3-7
6-NA,4.709476439901104,1087,2-31,3-7
7-M,2.5634773011523904,1003,2-31,3-7
8-NS,0.6636120402168271,864,2-31,3-7
1-PB2,8.555944700460829,2301,2-31,2-19
2-PB1,10.300207039337474,2311,2-31,2-19
3-PA,2.20801121657383,2208,2-31,2-19
4-HA,10.643815113163726,1745,2-31,2-19
5-NP,2.0,1507,2-31,2-19
6-NA,8.279546896094928,1437,2-31,2-19
7-M,2.1606947782861483,1003,2-31,2-19
8-NS,0.1040882306930176,864,2-31,2-19
1-PB2,12.179562435117596,2301,2-31,3-6
2-PB1,16.707508253602224,2311,2-31,3-6
3-PA,2.63613362952624,2208,2-31,3-6
4-HA,8.604422833142008,1745,2-31,3-6
5-NP,2.0,1507,2-31,3-6
6-NA,4.266587685115916,1437,2-31,3-6
7-M,2.1599385529309925,1003,2-31,3-6
8-NS,0.16072012339048408,864,2-31,3-6
1-PB2,8.501753194879878,2301,2-31,6-18
2-PB1,10.83252995858317,2311,2-31,6-18
3-PA,4.3624253471996495,2208,2-31,6-18
4-HA,15.233835503776666,1745,2-31,6-18
5-NP,4.512391844480791,1507,2-31,6-18
6-NA,8.251611397571194,1437,2-31,6-18
7-M,0.5553223446818515,1003,2-31,6-18
8-NS,1.2476019190620973,864,2-31,6-18
1-PB2,18.2157738963346,2301,2-31,4-1
2-PB1,9.285953281596068,2304,2-31,4-1
3-PA,18.4099048002984,2208,2-31,4-1
4-HA,11.304074055761713,1737,2-31,4-1
5-NP,6.2076190550709445,1507,2-31,4-1
6-NA,6.342564213387827,1437,2-31,4-1
7-M,2.094579075806809,1003,2-31,4-1
8-NS,2.104088230693017,864,2-31,4-1
1-PB2,4.5446164322297,2301,2-31,4-4
2-PB1,9.748377262783514,2311,2-31,4-4
3-PA,6.506430991266165,2208,2-31,4-4
4-HA,11.069331720035478,1744,2-31,4-4
5-NP,2.046204620462046,1507,2-31,4-4
6-NA,3.0767211475374725,1437,2-31,4-4
7-M,0.4599979956583454,1002,2-31,4-4
8-NS,0.2917088987566472,864,2-31,4-4
1-PB2,8.139050290522942,2301,2-31,6-28
2-PB1,8.387163561076605,2311,2-31,6-28
3-PA,4.20801121657383,2208,2-31,6-28
4-HA,11.249725410347263,1745,2-31,6-28
5-NP,2.0903954802259888,1507,2-31,6-28
6-NA,10.167577784125816,1437,2-31,6-28
7-M,1.146638433426199,1003,2-31,6-28
8-NS,0.1040882306930176,864,2-31,6-28
1-PB2,8.49432881681821,2301,2-31,2-24
2-PB1,10.70699319554287,2311,2-31,2-24
3-PA,2.638832132154396,2208,2-31,2-24
4-HA,6.944192810239035,1745,2-31,2-24
5-NP,2.266157595597777,1507,2-31,2-24
6-NA,6.956172717436165,1437,2-31,2-24
7-M,0.7733704968276256,1003,2-31,2-24
8-NS,2.367391556293622,864,2-31,2-24
1-PB2,8.560336962877646,2301,2-31,3-15
2-PB1,15.305038207458804,2284,2-31,3-15
3-PA,6.405052104101401,2208,2-31,3-15
4-HA,9.110289966949136,1743,2-31,3-15
5-NP,4.288016403473781,1507,2-31,3-15
6-NA,4.6465204833450136,1437,2-31,3-15
7-M,0.09457907580680934,1001,2-31,3-15
8-NS,2.248767441597394,864,2-31,3-15
1-PB2,6.946842761540408,2301,2-31,2-26
2-PB1,8.690559426754755,2311,2-31,2-26
3-PA,6.386480503448933,2208,2-31,2-26
4-HA,10.808447769068732,1745,2-31,2-26
5-NP,2.1972620228690527,1507,2-31,2-26
6-NA,10.210831496198121,1437,2-31,2-26
7-M,0.5614121849922814,1003,2-31,2-26
8-NS,0.28610727978429173,864,2-31,2-26
1-PB2,18.13518750712413,2301,2-31,4-13
2-PB1,8.408441853850315,2308,2-31,4-13
3-PA,6.275999885129071,2208,2-31,4-13
4-HA,11.291044285695945,1734,2-31,4-13
5-NP,8.0,1507,2-31,4-13
6-NA,8.215886962869778,1437,2-31,4-13
7-M,4.135816189208871,1003,2-31,4-13
8-NS,0.1040882306930176,864,2-31,4-13
1-PB2,8.167343892528402,2301,2-31,6-17
2-PB1,10.300207039337474,2311,2-31,6-17
3-PA,4.369915978478592,2208,2-31,6-17
4-HA,14.640375167814177,1745,2-31,6-17
5-NP,4.074074074074074,1507,2-31,6-17
6-NA,8.214209908478148,1437,2-31,6-17
7-M,0.2484686592241582,1003,2-31,6-17
8-NS,1.299740404606061,864,2-31,6-17
1-PB2,18.831465231126476,2301,2-31,3-20
2-PB1,20.33091583114033,2280,2-31,3-20
3-PA,9.599152091112131,2208,2-31,3-20
4-HA,19.63603680312065,1687,2-31,3-20
5-NP,10.741393292882295,1507,2-31,3-20
6-NA,6.167577784125816,1437,2-31,3-20
7-M,4.466527091712809,1000,2-31,3-20
8-NS,0.1040882306930176,864,2-31,3-20
1-PB2,8.311548087981478,2301,2-31,6-22
2-PB1,10.465760884097232,2311,2-31,6-22
3-PA,4.38874538688516,2208,2-31,6-22
4-HA,15.572683317504143,1734,2-31,6-22
5-NP,4.077791718946048,1507,2-31,6-22
