sampid,gene,pi
H3N2_1225_T3_N_S502_N709_RP,1-PB2,0.00012309307052000903
H3N2_1825_T0_N_S503_N704_R,8-NS,0.0003167095465235939
H3N2_3611_T1_N_S503_N707_R,1-PB2,4.1683718679970645e-05
H3N2_1686_T1_T_S508_N701_RP,8-NS,0.00027137347928668444
H3N2_1860_T0_N_S506_N704_R,4-HA,9.631465346483785e-05
H3N2_1843_T2_N_S504_N712_R,4-HA,0.0002709832702785592
H3N2_1672_T3_T_S506_N712_RP,4-HA,0.00020799503484968663
H3N2_1707_T1_T_S517_N709_R,5-NP,0.00013481885705884009
H3N2_1867_T4_N_S507_N708_R,4-HA,0.0005142134446512891
H3N2_1840_T7_T_S504_N703_RP,1-PB2,0.0002772243876227727
H3N2_3615_T0_T_S504_N707_R,2-PB1,8.704091596112605e-05
H3N2_3615_T7_N_S504_N710_R,2-PB1,8.16064806937259e-05
H3N2_1847_T1_T_S505_N707_R,8-NS,0.0004320814003389199
H3N2_3615_T0_T_S504_N707_R,4-HA,6.171933205713408e-05
H3N2_1205_T0_T_S517_N701_R,4-HA,0.0001299010807830794
H3N2_1878_T3_N_S517_N709_R,5-NP,0.0028622276521520448
H3N2_1673_T1_N_S507_N702_R,6-NA,0.000906664812209575
H3N2_1668_T2_T_S505_N711_R,4-HA,0.00023625739820583948
H3N2_1226_T3_N_S503_N703_RP,3-PA,9.285799827208156e-05
H3N2_1848_T2_N_S505_N711_R,4-HA,0.00028432693184923005
H3N2_3611_T4_N_S503_N709_R,6-NA,0.0001623925668361289
H3N2_1707_T7_N_S502_N701_R,4-HA,0.00011627204853494696
H3N2_1224_T0_N_S502_N702_R,2-PB1,0.00021313850505322125
H3N2_1875_T5_N_S517_N701_R,8-NS,0.00012751604476483777
H3N2_1688_T3_N_S508_N709_R,7-M,0.0002572809298853954
H3N2_1414_T6_T_S505_N701_RP,4-HA,0.00011519275713820607
H3N2_1418_T2_T_S505_N707_R,5-NP,0.00021160393048097058
H3N2_1813_T0_T_S502_N702_R,6-NA,0.0002045023149692355
H3N2_1226_T3_N_S503_N703_RP,2-PB1,5.995233267126524e-05
H3N2_1876_T1_N_S517_N703_R,6-NA,0.0006162302820188234
H3N2_1672_T3_T_S506_N712_RP,3-PA,5.4629976692502775e-05
H3N2_1867_T4_N_S507_N708_R,3-PA,5.9338085926396986e-05
H3N2_1668_T1_T_S505_N710_R,1-PB2,5.551752216633529e-05
H3N2_1668_T2_T_S505_N711_R,1-PB2,0.00026021089120111527
H3N2_1682_T3_T_S507_N707_R,2-PB1,0.00012553011032526384
H3N2_1688_T1_T_S508_N707_R,2-PB1,0.00017469438184264984
H3N2_3613_T1_T_S504_N704_R,3-PA,6.708018790935747e-05
H3N2_1686_T1_T_S508_N701_RP,2-PB1,5.23913771710491e-05
H3N2_3611_T3_N_S503_N708_R,1-PB2,0.0002381402512814267
H3N2_1219_T1_N_S517_N708_R,3-PA,0.00014483575031317336
H3N2_1225_T5_T_S502_N710_R,3-PA,6.677668061619495e-05
H3N2_3615_T2_N_S504_N709_R,2-PB1,0.00023669547188984074
H3N2_3611_T0_N_S503_N706_R,2-PB1,0.00012893589335890156
H3N2_1231_T4_N_S503_N710_R,3-PA,5.681706287948973e-05
H3N2_1875_T2_N_S508_N711_R,1-PB2,8.582562036933782e-05
H3N2_3608_T5_T_S502_N708_R,5-NP,0.0003678121032164778
H3N2_1842_T3_N_S504_N708_R,8-NS,0.00041539368104497596
H3N2_1843_T3_N_S505_N701_R,4-HA,0.0003878543870507377
H3N2_1875_T4_N_S508_N712_R,5-NP,7.064680879205011e-05
H3N2_1682_T10_N_S507_N711_R,8-NS,0.0002279577915221291
H3N2_1224_T1_T_S502_N703_R,3-PA,5.3878990604677966e-05
H3N2_1686_T1_T_S508_N701_RP,6-NA,0.0003960613412467744
H3N2_1850_T4_T_S506_N703_R,1-PB2,0.0002447982962289222
H3N2_1686_T1_T_S508_N701_RP,7-M,0.000399220497395798
H3N2_1418_T2_T_S505_N707_R,4-HA,0.0003144234040321186
H3N2_3611_T0_N_S503_N706_R,4-HA,0.00013051306546594968
H3N2_1227_T0_N_S503_N704_R,1-PB2,0.00015019021728240544
H3N2_1814_T2_T_S502_N708_R,6-NA,0.0002461482109541389
H3N2_1876_T1_N_S517_N703_R,4-HA,6.272258319960576e-05
H3N2_1864_T0_T_S506_N708_R,8-NS,0.00023132267236147285
H3N2_3610_T0_N_S503_N703_R,5-NP,0.00010665294954424448
H3N2_1691_T5_T_S517_N703_R,2-PB1,0.00012578444973064827
H3N2_1231_T4_N_S503_N710_R,8-NS,0.0003135852741617077
H3N2_1686_T1_T_S508_N701_RP,3-PA,6.605773943012918e-05
H3N2_1414_T1_N_S504_N712_R,1-PB2,0.00022380576365117527
H3N2_3613_T0_T_S504_N703_R,7-M,0.00011229152836916105
H3N2_1219_T0_N_S517_N707_R,2-PB1,0.00022171481364177488
H3N2_1868_T3_N_S507_N712_R,2-PB1,0.00010111646270979244
H3N2_1840_T3_N_S504_N702_R,8-NS,0.00019800949579129506
H3N2_1413_T2_T_S504_N706_R,4-HA,0.0004382669093803278
H3N2_1672_T0_T_S506_N710_R,7-M,0.0004431129098526139
H3N2_3609_T1_N_S502_N710_R,4-HA,7.569011516523189e-05
H3N2_1672_T3_T_S506_N712_RP,8-NS,0.00010547590248608848
H3N2_1860_T5_N_S506_N707_R,4-HA,7.056421325944142e-05
H3N2_1847_T0_N_S505_N706_R,4-HA,0.0002905047611155715
H3N2_1842_T5_N_S504_N710_R,1-PB2,0.0002393444317017252
H3N2_1876_T2_N_S517_N704_R,7-M,0.0003037329858369026
H3N2_1412_T1_N_S504_N701_R,5-NP,0.0002156703627108904
H3N2_3608_T1_N_S502_N707_R,4-HA,8.94535944238616e-05
H3N2_1813_T3_N_S502_N704_R,2-PB1,7.410542743447691e-05
H3N2_1673_T0_T_S507_N701_R,4-HA,0.0008335384611159781
H3N2_1875_T1_N_S508_N710_R,5-NP,0.00013289877757677245
H3N2_1682_T10_N_S507_N711_R,4-HA,0.00035123661810339285
H3N2_1815_T0_N_S502_N712_R,5-NP,0.00019240967724740328
H3N2_1815_T3_N_S503_N703_R,5-NP,0.00020078381737313896
H3N2_1848_T2_N_S505_N711_R,6-NA,6.505195121736186e-05
H3N2_1691_T0_N_S508_N710_R,2-PB1,0.0001344026150152565
H3N2_1412_T2_N_S504_N702_R,4-HA,0.00040765370681513865
H3N2_3612_T3_T_S504_N701_R,3-PA,0.000158278994017016
H3N2_1231_T0_N_S503_N707_R,2-PB1,0.00010627847182208755
H3N2_1412_T0_N_S503_N712_R,4-HA,0.00037095072865285945
H3N2_1227_T1_T_S503_N705_R,1-PB2,0.00012423165388019723
H3N2_1416_T5_T_S505_N704_R,5-NP,0.0001366191524650315
H3N2_1672_T2_T_S506_N711_R,1-PB2,0.00025172165189886334
H3N2_1707_T3_T_S517_N710_R,7-M,0.0002112788126206357
H3N2_1225_T7_N_S502_N711_RP,8-NS,0.0009542933470980364
H3N2_1813_T1_T_S502_N703_R,4-HA,0.00014500715087918548
H3N2_1413_T5_N_S504_N709_R,2-PB1,0.00013546664806800084
H3N2_1840_T3_N_S504_N702_R,2-PB1,0.00019116134050889004
H3N2_1231_T0_N_S503_N707_R,4-HA,0.00014076296750920085
H3N2_1691_T2_T_S517_N702_R,2-PB1,0.0003289046732975332
H3N2_1673_T1_N_S507_N702_R,4-HA,0.000787876078427592
H3N2_1219_T2_N_S517_N709_R,8-NS,0.0001008448101075474
H3N2_1701_T3_T_S517_N707_R,4-HA,0.00025895499363384766
H3N2_1828_T0_N_S503_N708_R,8-NS,0.00012624266643300797
H3N2_1842_T3_N_S504_N708_R,6-NA,0.00012148324700751919
H3N2_3615_T0_T_S504_N707_R,6-NA,0.0003207660735768309
H3N2_1875_T0_N_S508_N709_R,4-HA,7.146569317881122e-05
H3N2_1413_T2_T_S504_N706_R,1-PB2,0.0001645168981704231
H3N2_1412_T3_T_S504_N703_R,5-NP,0.00016842232249735702
H3N2_1828_T2_T_S503_N710_R,6-NA,0.00012017332795731548
H3N2_1869_T2_N_S508_N703_R,3-PA,8.605980706043801e-05
H3N2_1224_T2_T_S502_N704_RP,4-HA,0.0001605286596012636
H3N2_1825_T1_T_S503_N705_R,6-NA,0.00014306732477145233
H3N2_1225_T3_N_S502_N709_RP,5-NP,8.405131852590658e-05
H3N2_1847_T1_T_S505_N707_R,5-NP,0.0001481738248319831
H3N2_1701_T1_T_S517_N705_R,6-NA,0.000286341305960536
H3N2_1227_T1_T_S503_N705_R,4-HA,0.00043398109463069673
H3N2_1671_T2_T_S506_N709_R,1-PB2,0.00019974126147943977
H3N2_1691_T1_T_S517_N701_R,5-NP,0.0002623118125851948
H3N2_1840_T3_N_S504_N702_R,3-PA,0.0003084526036907517
H3N2_1869_T3_T_S508_N704_R,4-HA,0.00045996402521138706
H3N2_1671_T1_T_S506_N708_R,3-PA,0.00010385954449269096
H3N2_1686_T1_T_S508_N701_RP,1-PB2,5.942498237126318e-05
H3N2_1682_T10_N_S507_N711_R,1-PB2,9.315738121174915e-05
H3N2_1225_T5_T_S502_N710_R,4-HA,0.00038206916801453394
H3N2_1814_T5_T_S502_N711_R,4-HA,0.00017798511307065646
H3N2_1682_T10_N_S507_N711_R,3-PA,7.26056519797928e-05
H3N2_3609_T5_N_S503_N702_R,2-PB1,0.00010932707891354945
H3N2_3612_T3_T_S504_N701_R,5-NP,0.00043227335077672006
H3N2_1842_T3_N_S504_N708_R,3-PA,0.00022935121652180922
H3N2_1231_T1_N_S503_N708_R,2-PB1,7.297357911384829e-05
H3N2_1682_T2_T_S507_N706_R,2-PB1,0.0001590421303210438
H3N2_1672_T2_T_S506_N711_R,4-HA,0.00015273888528817637
H3N2_1225_T1_N_S502_N707_R,4-HA,0.0003469333787900311
H3N2_1867_T1_N_S507_N706_R,6-NA,6.032370780832035e-05
H3N2_1414_T6_T_S505_N701_RP,3-PA,0.0001045770840685769
H3N2_1814_T4_T_S502_N710_R,4-HA,0.00024606014961055933
H3N2_1866_T3_N_S507_N702_R,1-PB2,0.00015388781425284832
H3N2_1848_T2_N_S505_N711_R,8-NS,0.00023564086248322616
H3N2_1413_T3_T_S504_N707_R,4-HA,0.0003010934852986823
H3N2_3609_T5_N_S503_N702_R,3-PA,0.00022675069932817502
H3N2_1701_T2_T_S517_N706_R,3-PA,0.00010840902587746482
H3N2_1876_T0_N_S517_N702_R,5-NP,0.0003077989820693992
H3N2_1860_T5_N_S506_N707_R,3-PA,0.00017509666754264596
H3N2_1867_T0_N_S507_N705_R,4-HA,0.00012082933210389344
H3N2_3615_T2_N_S504_N709_R,4-HA,0.00034737743752699256
H3N2_1848_T2_N_S505_N711_R,3-PA,0.00010609010821228544
H3N2_1224_T2_T_S502_N704_RP,8-NS,0.00034873355620709145
H3N2_1840_T10_T_S504_N704_RP,2-PB1,0.00012333848856658708
H3N2_1860_T0_N_S506_N704_R,1-PB2,4.988075764268795e-05
H3N2_1842_T1_N_S504_N706_R,8-NS,0.00030394238735125147
H3N2_1866_T7_T_S507_N703_R,3-PA,0.0003644337228093059
H3N2_1864_T2_T_S506_N710_R,6-NA,0.00016867390413338707
H3N2_3610_T0_N_S503_N703_R,2-PB1,6.435308235288407e-05
H3N2_1227_T1_T_S503_N705_R,5-NP,8.008852621097663e-05
H3N2_1813_T0_T_S502_N702_R,1-PB2,4.237773283570789e-05
H3N2_1682_T5_T_S507_N709_R,8-NS,0.00013262051618243332
H3N2_1672_T3_T_S506_N712_RP,6-NA,0.00021859905885407497
H3N2_1686_T3_T_S508_N702_RP,4-HA,0.0002308336269530567
H3N2_1691_T4_N_S508_N712_RP,5-NP,0.00033052901588030573
H3N2_3610_T0_N_S503_N703_R,3-PA,0.00010234015060283893
H3N2_1671_T0_T_S506_N707_R,2-PB1,0.0003261260438070171
H3N2_1412_T2_N_S504_N702_R,1-PB2,0.00021171222361936255
H3N2_1219_T1_N_S517_N708_R,6-NA,0.00042017212025641096
H3N2_1842_T2_T_S504_N707_R,4-HA,0.00027775847406184324
H3N2_1414_T0_N_S504_N711_R,1-PB2,0.0002577682743625939
H3N2_1876_T1_N_S517_N703_R,1-PB2,0.00024970234025346264
H3N2_1840_T3_N_S504_N702_R,4-HA,0.0005109461969431333
H3N2_1840_T2_N_S504_N701_R,6-NA,5.917764231106772e-05
H3N2_3613_T0_T_S504_N703_R,1-PB2,0.00010148002149830495
H3N2_3615_T1_N_S504_N708_R,4-HA,0.00026463410117764723
H3N2_1813_T3_N_S502_N704_R,8-NS,0.0001228122080794898
H3N2_1413_T7_T_S504_N710_RP,3-PA,0.0001274653544275069
H3N2_1707_T5_N_S517_N712_R,3-PA,6.460835012685663e-05
H3N2_1864_T2_T_S506_N710_R,3-PA,0.00017861042323446378
H3N2_3609_T4_N_S503_N701_R,4-HA,0.0005966152510925363
H3N2_1231_T2_T_S503_N709_R,2-PB1,9.14774574764547e-05
H3N2_1707_T4_N_S517_N711_RP,1-PB2,4.6228156954896215e-05
H3N2_1226_T3_N_S503_N703_RP,6-NA,0.00011875732180328011
H3N2_3611_T4_N_S503_N709_R,3-PA,0.00015227018027807042
H3N2_1840_T3_N_S504_N702_R,1-PB2,0.0003533695815816568
H3N2_1221_T4_N_S502_N701_R,5-NP,0.0003029142432276434
H3N2_1842_T1_N_S504_N706_R,4-HA,0.00023811540449625835
H3N2_3609_T4_N_S503_N701_R,3-PA,0.0001588591558309755
H3N2_1691_T3_N_S508_N711_RP,2-PB1,0.00012924476508652312
H3N2_1848_T1_N_S505_N710_R,5-NP,5.8752026970500136e-05
H3N2_1673_T2_T_S507_N703_R,6-NA,0.00401534269732966
H3N2_1850_T2_N_S506_N702_R,1-PB2,4.902992527351986e-05
H3N2_1840_T1_T_S503_N712_R,3-PA,0.000362756033737718
H3N2_1225_T7_N_S502_N711_RP,2-PB1,0.00018910383469016812
H3N2_3612_T3_T_S504_N701_R,1-PB2,0.0002680444673947064
H3N2_1814_T1_T_S502_N707_R,4-HA,0.000287220130726561
H3N2_3613_T1_T_S504_N704_R,6-NA,8.787491139928462e-05
H3N2_1878_T3_N_S517_N709_R,4-HA,0.0004205148286871287
H3N2_1673_T2_T_S507_N703_R,4-HA,0.002788892014796725
H3N2_1226_T1_N_S503_N702_R,5-NP,6.319858775565579e-05
H3N2_3612_T2_N_S503_N712_R,3-PA,4.807997681108715e-05
H3N2_1815_T1_N_S503_N701_R,4-HA,0.00017407725609232204
H3N2_3610_T0_N_S503_N703_R,4-HA,0.00010070479376224864
H3N2_1673_T1_N_S507_N702_R,1-PB2,0.0002358866029265974
H3N2_1227_T2_T_S503_N706_RP,4-HA,0.00042651576902597065
H3N2_1876_T1_N_S517_N703_R,5-NP,0.0004621403560280551
H3N2_1673_T0_T_S507_N701_R,6-NA,0.00034658610346174353
H3N2_1825_T3_N_S503_N707_R,4-HA,0.0003638472623064742
H3N2_3615_T7_N_S504_N710_R,5-NP,0.0003572776089215347
H3N2_1701_T3_T_S517_N707_R,7-M,0.0005497408520641389
H3N2_1219_T2_N_S517_N709_R,7-M,0.0002340874894060748
H3N2_1842_T5_N_S504_N710_R,4-HA,0.0001980111671250155
H3N2_1842_T3_N_S504_N708_R,1-PB2,9.917403351186622e-05
H3N2_1224_T3_T_S502_N705_RP,7-M,0.000543284784089375
H3N2_1825_T1_T_S503_N705_R,2-PB1,0.00015827714910026405
H3N2_1219_T0_N_S517_N707_R,1-PB2,0.00020261029358945918
H3N2_1840_T1_T_S503_N712_R,4-HA,0.00022678637916316634
H3N2_1828_T2_T_S503_N710_R,2-PB1,0.00010696367709662452
H3N2_1843_T10_T_S505_N705_R,2-PB1,0.0002734773955420759
H3N2_1225_T1_N_S502_N707_R,8-NS,0.00016460527532336498
H3N2_1868_T0_N_S507_N709_R,4-HA,6.31317546459584e-05
H3N2_3611_T1_N_S503_N707_R,4-HA,0.00011353646638640834
H3N2_1227_T1_T_S503_N705_R,6-NA,7.79647876221573e-05
H3N2_3613_T0_T_S504_N703_R,5-NP,0.00025404440609438634
H3N2_1864_T2_T_S506_N710_R,8-NS,0.0005392372986799304
H3N2_1668_T5_T_S505_N712_R,3-PA,6.110615153586768e-05
H3N2_1878_T3_N_S517_N709_R,7-M,0.0031926287714688175
H3N2_1691_T2_T_S517_N702_R,6-NA,0.0003475868390601951
H3N2_3613_T3_T_S504_N706_R,1-PB2,0.00032892949410102647
H3N2_1225_T2_N_S502_N708_RP,3-PA,5.123255667369269e-05
H3N2_1842_T3_N_S504_N708_R,4-HA,0.000251426759764071
H3N2_3609_T4_N_S503_N701_R,2-PB1,9.184386180914089e-05
H3N2_1707_T5_N_S517_N712_R,4-HA,4.8660011152459834e-05
H3N2_1672_T0_T_S506_N710_R,4-HA,0.0002120942484406069
H3N2_1231_T0_N_S503_N707_R,6-NA,0.00030334089379014946
H3N2_1224_T2_T_S502_N704_RP,2-PB1,0.00011885723455547886
H3N2_1825_T2_T_S503_N706_R,4-HA,0.00024021658510323208
H3N2_1848_T2_N_S505_N711_R,2-PB1,0.00017750026188307027
H3N2_1825_T0_N_S503_N704_R,1-PB2,0.00011594797256766314
H3N2_1688_T2_N_S508_N708_R,4-HA,0.0002522858456572232
H3N2_1205_T2_T_S517_N703_R,4-HA,0.0004677799907341358
H3N2_1842_T0_T_S504_N705_R,3-PA,0.0002534620129590665
H3N2_1815_T3_N_S503_N703_R,4-HA,0.0002069942551378089
H3N2_1876_T1_N_S517_N703_R,7-M,0.00010761758790661446
H3N2_1413_T7_T_S504_N710_RP,5-NP,0.00010545050536480751
H3N2_1671_T0_T_S506_N707_R,4-HA,0.00034797798598258466
H3N2_1850_T0_T_S505_N712_R,6-NA,0.0004802521148588541
H3N2_1412_T2_N_S504_N702_R,5-NP,0.00023368084091756624
H3N2_1225_T3_N_S502_N709_RP,2-PB1,5.5713056729528044e-05
H3N2_1219_T2_N_S517_N709_R,1-PB2,0.00026486501903364194
H3N2_1707_T1_T_S517_N709_R,2-PB1,0.00015311281494751584
H3N2_1701_T0_T_S517_N704_R,6-NA,0.0002588365503084961
H3N2_1815_T2_T_S503_N702_R,4-HA,0.00015515160278265576
H3N2_1815_T3_N_S503_N703_R,8-NS,0.00010554778894771881
H3N2_1205_T5_T_S517_N706_R,4-HA,0.00014068044811659514
H3N2_1682_T10_N_S507_N711_R,6-NA,0.0007584746039727744
H3N2_1813_T3_N_S502_N704_R,6-NA,0.0001246305789108471
H3N2_1867_T2_N_S507_N707_R,1-PB2,0.00016219013281455535
H3N2_1688_T0_N_S508_N706_R,2-PB1,0.0004733193522208747
H3N2_1686_T3_T_S508_N702_RP,1-PB2,0.0002841909418865207
H3N2_3609_T2_N_S502_N711_R,1-PB2,0.00013412209820171404
H3N2_3612_T4_N_S504_N702_R,4-HA,0.0003003242252206141
H3N2_1205_T3_T_S517_N704_R,5-NP,0.00024160846564091085
H3N2_1701_T2_T_S517_N706_R,5-NP,0.00033105004332065565
H3N2_1842_T4_N_S504_N709_R,4-HA,0.0002343533019358708
H3N2_1701_T2_T_S517_N706_R,4-HA,0.0002684760199857524
H3N2_1814_T5_T_S502_N711_R,1-PB2,0.00010510991306531339
H3N2_3608_T1_N_S502_N707_R,5-NP,0.00016955351360471265
H3N2_1413_T2_T_S504_N706_R,2-PB1,0.00011841535484987027
H3N2_1813_T1_T_S502_N703_R,7-M,0.0002479625009798833
H3N2_1828_T2_T_S503_N710_R,4-HA,0.0007441175446086459
H3N2_1231_T2_T_S503_N709_R,3-PA,0.00033122972928236653
H3N2_1418_T1_T_S505_N706_R,2-PB1,0.0004058724189705034
H3N2_1707_T3_T_S517_N710_R,4-HA,9.071275818097199e-05
H3N2_1701_T0_T_S517_N704_R,3-PA,6.911132721962922e-05
H3N2_1688_T1_T_S508_N707_R,5-NP,0.0002558051871078998
H3N2_1848_T0_N_S505_N709_R,4-HA,0.00016875851406926066
H3N2_3609_T4_N_S503_N701_R,7-M,0.00034869155397313737
H3N2_1691_T4_N_S508_N712_RP,1-PB2,6.300600751646863e-05
H3N2_1691_T2_T_S517_N702_R,7-M,0.000261630505299376
H3N2_1225_T10_N_S502_N712_RP,4-HA,0.0005135761941851508
H3N2_1691_T2_T_S517_N702_R,1-PB2,0.00014485139793726415
H3N2_1868_T3_N_S507_N712_R,8-NS,0.0001502980773117196
H3N2_1227_T2_T_S503_N706_RP,2-PB1,0.00024685603607130826
H3N2_1673_T1_N_S507_N702_R,3-PA,0.0006873321585989344
H3N2_1205_T1_N_S517_N702_R,7-M,0.0002529552921229433
H3N2_1814_T2_T_S502_N708_R,1-PB2,0.00018647186216049985
H3N2_1224_T3_T_S502_N705_RP,2-PB1,9.378557121496203e-05
H3N2_1671_T0_T_S506_N707_R,1-PB2,4.962743783815412e-05
H3N2_1224_T1_T_S502_N703_R,5-NP,0.0007164477966760676
H3N2_1231_T2_T_S503_N709_R,7-M,0.00014920626214987652
H3N2_1814_T1_T_S502_N707_R,1-PB2,0.00013527574365557597
H3N2_1876_T1_N_S517_N703_R,2-PB1,0.00039616370039037487
H3N2_1691_T4_N_S508_N712_RP,2-PB1,0.00027388235508172447
H3N2_3612_T3_T_S504_N701_R,4-HA,0.00024266355020385815
H3N2_1418_T2_T_S505_N707_R,2-PB1,0.00028606946319764833
H3N2_1843_T3_N_S505_N701_R,1-PB2,0.00010755333475740712
H3N2_1874_T0_N_S508_N705_R,2-PB1,0.00017566896625748196
H3N2_1225_T2_N_S502_N708_RP,5-NP,0.0005733206732513733
H3N2_3609_T3_N_S502_N712_R,5-NP,7.842360070645569e-05
H3N2_1205_T2_T_S517_N703_R,5-NP,0.00016775359680018547
H3N2_1860_T3_N_S506_N706_R,7-M,0.00016924751369053979
H3N2_1691_T1_T_S517_N701_R,3-PA,6.476800036077399e-05
H3N2_1418_T1_T_S505_N706_R,4-HA,0.00011274063803699419
H3N2_1878_T3_N_S517_N709_R,2-PB1,0.0014495285468227785
H3N2_1673_T2_T_S507_N703_R,1-PB2,0.0024684705964213914
H3N2_1226_T0_N_S503_N701_R,3-PA,9.28857915179847e-05
H3N2_1878_T3_N_S517_N709_R,8-NS,0.000637127683604368
H3N2_1876_T1_N_S517_N703_R,3-PA,0.00011418021927275866
H3N2_1815_T0_N_S502_N712_R,1-PB2,7.586622567011872e-05
H3N2_3612_T3_T_S504_N701_R,6-NA,0.00013534327953246018
H3N2_1418_T1_T_S505_N706_R,8-NS,0.00016797021186537546
H3N2_1701_T1_T_S517_N705_R,8-NS,0.0005919255684274555
H3N2_1673_T1_N_S507_N702_R,2-PB1,0.0006179796173104692
H3N2_1707_T7_N_S502_N701_R,2-PB1,0.0001377685356868098
H3N2_1691_T2_T_S517_N702_R,5-NP,0.00021067558573918208
H3N2_1686_T0_N_S507_N712_R,8-NS,0.0002305470739005642
H3N2_1842_T4_N_S504_N709_R,3-PA,0.0004195516765650213
H3N2_3615_T7_N_S504_N710_R,1-PB2,0.000196237672776865
H3N2_3608_T5_T_S502_N708_R,2-PB1,0.00029528692445660525
H3N2_1412_T3_T_S504_N703_R,7-M,0.00011468591041990441
H3N2_1205_T1_N_S517_N702_R,4-HA,0.0001599864762120613
H3N2_3609_T5_N_S503_N702_R,6-NA,6.577830263877283e-05
H3N2_1224_T1_T_S502_N703_R,7-M,0.0004403622930297452
H3N2_1707_T1_T_S517_N709_R,4-HA,0.0003565268389227959
H3N2_1226_T0_N_S503_N701_R,4-HA,5.344961885300136e-05
H3N2_1672_T3_T_S506_N712_RP,5-NP,0.00012146444621265176
H3N2_1867_T4_N_S507_N708_R,5-NP,0.0007084038969440081
H3N2_1687_T0_N_S508_N703_R,4-HA,6.077020375758268e-05
H3N2_1875_T5_N_S517_N701_R,1-PB2,6.081413628377455e-05
H3N2_1691_T1_T_S517_N701_R,7-M,0.0005484922744917974
H3N2_1814_T3_T_S502_N709_R,8-NS,0.00015261629328116848
H3N2_1840_T10_T_S504_N704_RP,1-PB2,0.00023296316340908838
H3N2_1673_T0_T_S507_N701_R,3-PA,0.0001587101876915138
H3N2_1878_T0_N_S517_N707_R,2-PB1,0.00011700267444601985
H3N2_3611_T0_N_S503_N706_R,5-NP,0.00036604153998840084
H3N2_3611_T4_N_S503_N709_R,1-PB2,0.000387867511303334
H3N2_1412_T3_T_S504_N703_R,1-PB2,0.00015687663834843625
H3N2_3615_T1_N_S504_N708_R,2-PB1,0.00010369625727429179
H3N2_1850_T0_T_S505_N712_R,5-NP,0.00016290180365733376
H3N2_3615_T1_N_S504_N708_R,8-NS,0.0007454890625865897
H3N2_1691_T5_T_S517_N703_R,3-PA,0.0003902297604818317
H3N2_1688_T3_N_S508_N709_R,4-HA,0.00031366786150374145
H3N2_1227_T0_N_S503_N704_R,4-HA,0.0003577423682162915
H3N2_1878_T1_N_S517_N708_R,6-NA,0.0002823707114949669
H3N2_3610_T2_N_S503_N705_R,2-PB1,4.425174230789947e-05
H3N2_1875_T5_N_S517_N701_R,3-PA,5.814285634624963e-05
H3N2_1860_T3_N_S506_N706_R,2-PB1,0.0001518579587961505
H3N2_1221_T4_N_S502_N701_R,1-PB2,0.00015763190181040856
H3N2_1875_T1_N_S508_N710_R,8-NS,0.00021410556563405335
H3N2_3615_T0_T_S504_N707_R,8-NS,0.00028967133770714575
H3N2_1686_T3_T_S508_N702_RP,2-PB1,0.00012965649562813916
H3N2_1225_T0_N_S502_N706_R,4-HA,0.0007070737085621443
H3N2_1868_T1_N_S507_N710_R,5-NP,0.00017210608668417803
H3N2_1231_T0_N_S503_N707_R,1-PB2,9.186678187804437e-05
H3N2_1672_T0_T_S506_N710_R,1-PB2,0.0001705756367516756
H3N2_1868_T3_N_S507_N712_R,4-HA,7.678912983134966e-05
H3N2_1688_T3_N_S508_N709_R,8-NS,0.00018240220280853978
H3N2_1231_T1_N_S503_N708_R,3-PA,0.00020904577151363798
H3N2_1671_T2_T_S506_N709_R,5-NP,0.0003488716931246117
H3N2_1869_T2_N_S508_N703_R,1-PB2,7.497270419514862e-05
H3N2_1225_T7_N_S502_N711_RP,6-NA,7.6429478229415e-05
H3N2_1707_T0_N_S517_N708_R,2-PB1,0.00020873226640484054
H3N2_1867_T2_N_S507_N707_R,7-M,0.00033861786719826886
H3N2_1825_T0_N_S503_N704_R,4-HA,0.00013172264044852898
H3N2_1668_T5_T_S505_N712_R,4-HA,0.0005244570281572394
H3N2_3611_T1_N_S503_N707_R,2-PB1,0.00011953029741798251
H3N2_1701_T0_T_S517_N704_R,4-HA,0.00023949246106593646
H3N2_1205_T5_T_S517_N706_R,7-M,0.00039669543195176296
H3N2_1225_T10_N_S502_N712_RP,1-PB2,0.0005646594637747283
H3N2_1224_T0_N_S502_N702_R,1-PB2,4.365750173519048e-05
H3N2_1843_T10_T_S505_N705_R,5-NP,0.00012793450435261275
H3N2_1864_T2_T_S506_N710_R,5-NP,7.128022840833998e-05
H3N2_1875_T5_N_S517_N701_R,2-PB1,0.0002611144382202979
H3N2_1825_T1_T_S503_N705_R,4-HA,0.00013588905275694103
H3N2_1707_T3_T_S517_N710_R,2-PB1,0.00045131376079326807
H3N2_1418_T2_T_S505_N707_R,1-PB2,0.00010694296394070659
H3N2_1231_T2_T_S503_N709_R,6-NA,0.0003936848094357828
H3N2_1682_T7_N_S507_N710_R,4-HA,8.314054219733272e-05
H3N2_1876_T2_N_S517_N704_R,2-PB1,0.00028920559272276617
H3N2_1673_T2_T_S507_N703_R,5-NP,0.004484996661799298
H3N2_1843_T5_N_S505_N703_R,5-NP,5.378014098393356e-05
H3N2_1412_T0_N_S503_N712_R,5-NP,0.00023817011471695515
H3N2_1671_T2_T_S506_N709_R,2-PB1,9.694766146835843e-05
H3N2_1869_T3_T_S508_N704_R,2-PB1,0.0002529410413063486
